1.380678126242040026e-02,3.080161194193859703e-02
1.479526937612440050e-02,3.000130494672669982e-02
1.600133231448440038e-02,2.920524200836669865e-02
1.367132461789649991e-02,2.850766718371069773e-02
1.211798615350449977e-02,2.836584830220270015e-02
1.091767915829260083e-02,2.827160424535070003e-02
9.364340693900680482e-03,2.807129725013879935e-02
7.952214817180740594e-03,2.726523431177879818e-02
6.681301528132800246e-03,2.657674619807489855e-02
5.834026002100840304e-03,2.572947067204289784e-02
4.986750476068880361e-03,2.488219514601089713e-02
3.927656068528929782e-03,2.403491961997899704e-02
3.221593130168959838e-03,2.297582521243899875e-02
2.797955367152979867e-03,2.184612451106309958e-02
2.797955367152979867e-03,2.085763639735919994e-02
2.868561660988980071e-03,1.958672310831119714e-02
2.868561660988980071e-03,1.803338464391929935e-02
2.868561660988980071e-03,1.633883359185539855e-02
3.504018305512949811e-03,1.492670771513539968e-02
4.351293831544910187e-03,1.316155036923550084e-02
5.410388239084859899e-03,1.146699931717163126e-02
5.763419708264839667e-03,1.019608602812365969e-02
5.622207120592849668e-03,8.713353857567720032e-03
4.563112713052899956e-03,7.936684625371779808e-03
3.504018305512949811e-03,6.948196511667810785e-03
2.374317604136999896e-03,6.100920985635860383e-03
1.597648371941039940e-03,5.677283222619870437e-03
9.621917274170690071e-04,5.394858047275880031e-03
7.503728459090780456e-04,4.618188815079939807e-03
7.503728459090780456e-04,3.559094407539980121e-03
6.797665520730800104e-04,2.500000000000000052e-03
6.790000000000000245e-04,0.000000000000000000e+00
