8.839987511762750771e-03,1.720000000000000127e-01
8.839987511762750771e-03,1.705000000000000127e-01
8.839987511762750771e-03,1.692483031173739882e-01
8.756541052921000545e-03,1.682469456112730133e-01
9.090326888288029206e-03,1.662442305990700087e-01
9.340666264813300701e-03,1.644918549633929972e-01
9.507559182496820235e-03,1.627394793277160134e-01
9.507559182496820235e-03,1.614877824450899890e-01
1.059236314743969981e-02,1.612374430685649951e-01
1.209439940659139991e-02,1.612374330685649951e-01
1.409711441879359962e-02,1.607367643155140080e-01
1.526536484257819994e-02,1.602360855624639924e-01
1.685084756057160169e-02,1.599857461859379992e-01
1.785220506667270154e-02,1.595685138917299906e-01
1.910390194929910065e-02,1.583168170091029947e-01
2.027215237308370097e-02,1.568147807499520041e-01
2.110661696150130037e-02,1.552292980319580074e-01
2.185763509107710098e-02,1.537272617728069890e-01
2.210797446760240023e-02,1.520583325959710130e-01
2.235831384412769948e-02,1.504728498779779877e-01
2.260865322065290159e-02,1.488039207011430110e-01
2.260865322065290159e-02,1.470515450654659995e-01
2.202452800876060143e-02,1.454660623474720027e-01
2.135695633802659962e-02,1.439640260883210121e-01
2.052249174960900022e-02,1.430461150410609894e-01
1.935424132582439991e-02,1.420447575349599867e-01
1.826943736088150125e-02,1.412102929465429979e-01
1.685084756057160169e-02,1.397917031462329873e-01
1.609982943099580108e-02,1.387903456401320124e-01
1.584949005447049836e-02,1.377889881340310096e-01
1.534881130141989986e-02,1.365372912514040138e-01
1.526536484257819994e-02,1.350352549922529954e-01
1.551570421910349919e-02,1.330325399800499908e-01
1.576604359562869956e-02,1.312801643443730071e-01
1.635016880752099971e-02,1.292774493321710017e-01
1.710118693709690094e-02,1.276919666141780041e-01
1.826943736088150125e-02,1.259395909785009926e-01
2.010525945540020051e-02,1.247713405547160037e-01
2.127350987918480082e-02,1.244375547193490028e-01
2.260865322065290159e-02,1.239368759662990011e-01
2.402724302096280115e-02,1.239358759662990011e-01
2.536238636243099906e-02,1.237699830486150010e-01
2.703131553926620134e-02,1.235196436720900071e-01
2.861679825725960136e-02,1.234203224251399949e-01
2.978504868104420167e-02,1.232541082605069958e-01
2.853335179841779909e-02,1.226024113778809992e-01
2.753199429231669923e-02,1.222679467894639965e-01
2.644719032737380057e-02,1.214334822010459947e-01
2.527893990358920026e-02,1.205155711537869989e-01
2.427758239748810040e-02,1.194307671888440031e-01
2.352656426791229979e-02,1.180121773885340064e-01
2.394379656212109950e-02,1.164266946705399958e-01
2.461136823285519845e-02,1.146743190348629982e-01
2.502860052706390101e-02,1.129219433991869997e-01
2.519549344474749861e-02,1.116702465165600039e-01
2.527893990358920026e-02,1.107523354693009943e-01
2.519549344474749861e-02,1.089999598336239967e-01
2.477826115053869890e-02,1.077482629509970008e-01
2.427758239748810040e-02,1.063296731506880033e-01
2.344311780907050100e-02,1.045772975150110057e-01
2.244176030296940114e-02,1.032421541735430021e-01
2.127350987918480082e-02,1.027414754204920011e-01
2.010525945540020051e-02,1.019904572909160062e-01
1.927079486698260111e-02,1.012394391613399974e-01
1.826943736088150125e-02,1.009056533259729965e-01
1.707017549378930105e-02,1.005362633477020068e-01
1.580016843360140116e-02,1.002688934402945070e-01
1.426279146600560079e-02,1.001352084865905073e-01
1.305962688266970075e-02,1.001020509634425072e-01
1.299278440581769917e-02,9.919941381066260666e-02
1.285909945211369948e-02,9.819677665788270615e-02
1.245804459100170042e-02,9.712729702825080580e-02
1.185646229933380071e-02,9.632518730602679380e-02
1.125488000766580038e-02,9.532255015324690717e-02
1.045277028544189940e-02,9.445359795417100635e-02
9.784345516921940863e-03,9.391885813935510474e-02
1.025224285488589987e-02,9.318359089398310646e-02
1.098751010025779927e-02,9.258200860231520501e-02
1.219067468359369931e-02,9.177989888009120689e-02
1.299278440581769917e-02,9.091094668101530607e-02
1.379489412804160015e-02,9.017567943564340494e-02
1.479753128082150065e-02,8.950725466712340650e-02
1.526542861878549956e-02,8.837093256063950630e-02
1.546595604934140021e-02,8.730145293100760595e-02
1.566648347989740148e-02,8.636565825507970529e-02
1.559964100304539990e-02,8.529617862544780493e-02
1.559964100304539990e-02,8.468932202822000710e-02
1.546595604934140021e-02,8.315194506062420499e-02
1.539911357248940037e-02,8.228299286154820702e-02
1.506490118822950003e-02,8.107982827821230698e-02
1.499805871137750019e-02,8.027771855598840600e-02
1.506490118822950003e-02,7.837244425042860498e-02
1.519858614193349972e-02,7.703559471338870526e-02
1.549964100304539990e-02,7.553190269949680569e-02
1.606806577156540007e-02,7.372715582449300420e-02
1.630280558638130167e-02,7.218977885689710494e-02
1.727175778545729964e-02,7.138766913467320396e-02
1.747281264656920156e-02,7.091924436615330267e-02
1.787439493823720015e-02,6.999029216707730471e-02
1.740649760027320124e-02,6.931502492170540357e-02
1.700491530860529980e-02,6.871344263003740498e-02
1.646964806323330152e-02,6.761080547725750447e-02
1.536595604934140021e-02,6.733975061614560255e-02
1.406226403544959952e-02,6.732975061614560255e-02
1.265857202155769995e-02,6.731027804670160208e-02
1.118803753081380054e-02,6.730002052355350478e-02
9.784345516921940863e-03,6.721080547725750447e-02
8.380653503030070783e-03,6.721070547725750447e-02
6.976961489138179887e-03,6.711027804670160208e-02
5.820622892929880332e-03,6.682333043547560025e-02
4.701272336597200029e-03,6.637559021294260619e-02
4.178908743641970326e-03,6.562935650872080140e-02
3.283428298575829987e-03,6.503236954534340197e-02
2.462571223931870213e-03,6.421151247069939449e-02
2.014831001398809801e-03,6.339065539605540089e-02
1.119350556332669895e-03,6.256979832141150444e-02
8.208570746439590145e-04,6.152507113550099993e-02
4.477402225330670256e-04,6.055496732001270505e-02
3.731168521108919889e-04,5.965948687494650182e-02
2.238701112665350036e-04,5.868938305945820000e-02
2.238701112665350036e-04,5.771927924396990511e-02
0.000000000000000000e+00,5.667455205805940061e-02
0.000000000000000000e+00,5.562982487214890304e-02
2.238701112665350036e-04,5.473434442708280390e-02
4.477402225330670256e-04,5.383886398201670476e-02
8.954804450661369786e-04,5.249564331441750054e-02
1.716337519710089922e-03,5.160016286935130425e-02
3.134181557731480130e-03,5.003307209048560300e-02
4.701272336597200029e-03,4.883909816373080415e-02
6.492233226729470300e-03,4.771974760739810389e-02
7.984700635173029581e-03,4.734663075528720150e-02
1.007415500699400043e-02,4.645115031022100521e-02
1.164124578585980056e-02,4.615265682853230550e-02
1.350683004641419979e-02,4.510792964262180099e-02
1.313371319430330086e-02,4.383933234544479945e-02
1.246210286050370049e-02,4.279460515953430189e-02
1.201436263797060061e-02,4.100364426940210361e-02
1.164124578585980056e-02,3.958580023138070364e-02
1.171586915628189916e-02,3.839182630462580070e-02
1.164124578585980056e-02,3.697398226660440074e-02
1.164124578585980056e-02,3.548151485816090217e-02
1.232980503501250082e-02,3.427283222619850050e-02
1.260647426720849958e-02,3.307252523098660330e-02
